page_url,page_views,session_duration,bounce_rate,device_type,browser,operating_system,traffic_status
SubpageUrl,3118,412,0.18,2,2,3,1
LoginUrl,1491,859,0.57,2,3,3,1
HomePageUrl,4198,769,0.49,3,4,1,1
ProductUrl,4503,90,0.72,2,4,4,1
HomePageUrl,1625,368,0.56,2,1,1,1
ContactorSupportUrl,4183,350,0.85,2,1,1,1
SubpageUrl,8342,777,0.41,1,4,2,0
ProductUrl,6327,125,0.56,3,4,2,0
ContactorSupportUrl,317,380,0.92,1,4,2,1
ErrorPageUrl,2275,530,0.44,2,1,1,1
ProductUrl,7317,637,0.27,2,1,4,0
ProductUrl,112,824,0.83,3,4,4,1
SubpageUrl,9906,568,0.47,2,3,3,0
ProductUrl,702,474,0.93,2,1,4,1
HomePageUrl,3621,560,0.76,2,2,2,1
ContactorSupportUrl,4726,51,0.84,3,1,1,1
ProductUrl,7359,643,0.26,1,1,2,0
ContactorSupportUrl,1679,440,0.91,2,2,1,1
ProductUrl,8954,659,0.98,1,1,1,0
ProductUrl,9603,505,0.96,2,1,4,0
ContactorSupportUrl,1482,185,0.11,2,1,2,1
HomePageUrl,8970,860,0.61,1,3,1,0
LoginUrl,1451,475,0.97,3,1,2,1
ErrorPageUrl,7880,649,0.9,1,1,4,0
ErrorPageUrl,452,279,0.15,2,1,4,1
ErrorPageUrl,4735,231,0.24,1,4,2,1
ErrorPageUrl,84,8,0.65,3,2,4,1
HomePageUrl,7719,492,0.31,2,4,3,0
HomePageUrl,1073,18,0.49,2,1,2,1
ContactorSupportUrl,7903,141,0.99,3,3,1,0
LoginUrl,9043,447,0.31,3,2,3,0
ContactorSupportUrl,4199,905,0.22,1,1,1,1
LoginUrl,6599,300,0.22,1,1,4,0
ContactorSupportUrl,3629,451,0.27,1,1,2,1
SubpageUrl,7176,83,0.28,3,3,2,0
ProductUrl,281,712,0.58,3,3,4,1
SubpageUrl,1922,520,0.61,2,3,4,1
ProductUrl,8567,121,0.85,3,3,1,0
ProductUrl,7057,806,0.34,1,2,4,0
ContactorSupportUrl,2072,642,0.61,2,3,4,1
ProductUrl,6225,351,0.88,1,1,3,0
SubpageUrl,2570,803,0.95,1,1,1,1
ProductUrl,6241,427,0.18,1,2,3,0
HomePageUrl,5596,731,0.4,3,4,4,0
SubpageUrl,702,421,0.35,1,4,1,1
LoginUrl,3881,557,0.32,3,4,2,1
LoginUrl,1535,524,0.55,1,4,2,1
SubpageUrl,5381,529,0.65,1,2,1,0
ProductUrl,8139,764,0.19,1,2,1,0
ContactorSupportUrl,7040,905,0.54,2,1,2,0
ErrorPageUrl,8699,50,0.94,2,1,4,0
HomePageUrl,4523,163,0.81,2,2,2,1
ContactorSupportUrl,670,191,0.41,3,2,3,1
ErrorPageUrl,6924,588,0.53,3,2,1,0
ProductUrl,3317,768,0.47,2,2,2,1
ContactorSupportUrl,7218,906,0.77,1,1,4,0
ErrorPageUrl,3369,80,0.81,1,1,4,1
SubpageUrl,4101,343,0.24,2,2,3,1
ProductUrl,2610,933,0.8,2,2,1,1
ContactorSupportUrl,2300,322,0.67,3,1,3,1
SubpageUrl,1209,546,0.11,3,2,4,1
ContactorSupportUrl,4949,151,0.45,3,2,4,1
HomePageUrl,843,517,0.6,2,3,3,1
SubpageUrl,9993,366,0.89,3,3,2,0
ContactorSupportUrl,141,826,0.8,1,2,4,1
HomePageUrl,2497,789,0.52,2,4,3,1
HomePageUrl,4682,430,0.39,2,3,4,1
LoginUrl,1871,332,0.6,1,2,4,1
ProductUrl,1761,887,0.88,3,2,1,1
ErrorPageUrl,4360,917,0.39,2,1,2,1
ErrorPageUrl,856,459,0.99,3,2,3,1
SubpageUrl,989,558,0.84,1,3,2,1
ProductUrl,8733,499,0.24,3,1,2,0
ErrorPageUrl,6548,87,0.2,2,2,1,0
ContactorSupportUrl,1724,753,0.88,2,4,4,1
ProductUrl,6381,247,0.54,1,1,4,0
ProductUrl,8646,360,0.63,3,3,2,0
LoginUrl,308,618,0.64,3,1,2,1
ContactorSupportUrl,9824,174,0.74,2,3,4,0
LoginUrl,3681,510,0.47,3,4,3,1
ErrorPageUrl,335,876,0.94,3,1,2,1
ProductUrl,1876,735,0.63,1,1,4,1
LoginUrl,9643,364,0.32,1,2,3,0
SubpageUrl,1534,305,0.66,1,1,3,1
ProductUrl,9737,636,0.99,2,2,3,0
ErrorPageUrl,7766,760,0.29,2,3,3,0
ErrorPageUrl,6528,155,0.36,3,2,2,0
SubpageUrl,2363,491,0.97,3,2,1,1
ErrorPageUrl,6212,164,0.68,2,2,2,0
HomePageUrl,1271,501,0.63,2,4,4,1
HomePageUrl,3475,401,0.93,3,4,4,1
HomePageUrl,2152,671,0.17,2,2,4,1
ProductUrl,2602,252,0.42,2,4,4,1
ErrorPageUrl,5084,191,0.79,1,1,4,1
ContactorSupportUrl,5860,706,0.21,3,1,3,0
SubpageUrl,9225,260,0.9,1,3,3,0
LoginUrl,2005,540,0.84,3,2,2,1
HomePageUrl,658,740,0.27,3,2,2,1
LoginUrl,4169,592,0.66,3,4,4,1
LoginUrl,9783,122,0.14,1,1,2,0
SubpageUrl,2343,274,0.65,1,2,4,1
HomePageUrl,1521,997,0.73,2,4,2,1
ErrorPageUrl,7650,753,0.28,2,4,1,0
ErrorPageUrl,9196,452,0.57,2,4,2,0
ProductUrl,6622,208,0.26,2,4,2,0
ProductUrl,2627,748,0.64,3,4,1,1
ErrorPageUrl,5706,453,0.3,1,4,4,0
HomePageUrl,8516,298,0.22,2,3,1,0
LoginUrl,3384,252,0.57,1,1,4,1
LoginUrl,2320,585,0.85,3,3,1,1
ContactorSupportUrl,349,588,0.81,2,3,2,1
SubpageUrl,1400,697,0.22,3,1,1,1
ProductUrl,5983,155,0.74,3,2,2,0
ErrorPageUrl,7691,464,0.75,2,4,3,0
ProductUrl,2452,270,0.67,3,1,1,1
ProductUrl,8276,761,0.17,1,1,3,0
ContactorSupportUrl,937,791,0.12,1,2,3,1
SubpageUrl,4658,29,0.38,2,1,2,1
ContactorSupportUrl,9331,566,0.41,1,2,4,0
SubpageUrl,4508,951,0.52,1,4,3,1
LoginUrl,6134,769,0.7,1,4,4,0
ErrorPageUrl,1303,495,0.27,3,1,2,1
ContactorSupportUrl,3009,146,0.48,3,3,2,1
ContactorSupportUrl,7512,538,0.82,3,3,1,0
ContactorSupportUrl,8413,142,0.74,3,2,4,0
LoginUrl,5925,347,0.47,1,1,1,0
ErrorPageUrl,8607,447,0.87,2,2,4,0
ProductUrl,9312,798,0.91,3,4,1,0
LoginUrl,4077,575,0.21,3,3,1,1
ErrorPageUrl,4257,875,0.63,1,3,1,1
ProductUrl,6134,192,0.9,3,3,1,0
HomePageUrl,9326,769,0.62,1,4,3,0
ErrorPageUrl,6088,52,0.72,3,3,4,0
SubpageUrl,1967,236,0.67,2,1,4,1
ProductUrl,8827,693,0.93,3,2,1,0
ContactorSupportUrl,9937,530,0.55,1,1,2,0
ContactorSupportUrl,1926,914,0.65,3,2,2,1
HomePageUrl,3438,94,0.39,2,2,1,1
ProductUrl,5045,811,0.37,3,1,1,0
HomePageUrl,8907,424,0.21,1,3,3,0
ProductUrl,1876,807,0.23,2,1,1,1
SubpageUrl,2049,309,0.53,2,3,3,1
HomePageUrl,1929,659,0.41,1,3,4,1
LoginUrl,1884,210,0.36,1,1,1,1
ProductUrl,568,437,0.32,1,4,4,1
ErrorPageUrl,7373,444,0.29,2,1,3,0
ErrorPageUrl,8022,886,0.23,2,4,2,0
SubpageUrl,755,798,0.11,2,2,3,1
SubpageUrl,7589,569,0.26,3,2,1,0
SubpageUrl,4383,719,0.46,3,2,1,1
ErrorPageUrl,1664,918,0.3,1,1,3,1
SubpageUrl,8102,699,0.52,3,3,3,0
ErrorPageUrl,6754,937,0.28,3,1,2,0
HomePageUrl,71,677,0.51,1,3,2,1
HomePageUrl,3050,201,0.45,2,2,4,1
ProductUrl,7744,810,0.22,1,2,2,0
ErrorPageUrl,3685,305,0.94,3,4,1,1
ContactorSupportUrl,4359,54,0.99,3,1,4,1
ProductUrl,9393,333,0.53,2,4,1,0
HomePageUrl,7997,556,0.54,1,4,2,0
HomePageUrl,3330,750,0.42,3,2,3,1
ContactorSupportUrl,3407,853,0.52,1,1,4,1
ContactorSupportUrl,5187,878,0.62,1,3,1,0
ContactorSupportUrl,2480,371,0.27,1,3,1,1
ContactorSupportUrl,8950,579,0.45,2,1,3,0
ContactorSupportUrl,7374,575,0.28,2,2,4,0
ErrorPageUrl,1559,106,0.92,3,2,2,1
ContactorSupportUrl,5923,851,0.58,1,4,4,0
ErrorPageUrl,493,986,0.87,2,1,3,1
ContactorSupportUrl,1381,864,0.46,1,2,4,1
HomePageUrl,4777,771,0.53,1,4,1,1
ProductUrl,1920,391,0.41,2,3,3,1
ContactorSupportUrl,9917,308,0.17,2,1,4,0
ErrorPageUrl,4000,515,0.44,1,4,2,1
ProductUrl,4981,333,0.32,1,2,3,1
HomePageUrl,4577,850,0.8,1,1,4,1
SubpageUrl,3155,319,0.14,2,2,2,1
ProductUrl,1188,854,0.91,1,3,4,1
ProductUrl,1840,985,0.93,3,1,4,1
HomePageUrl,1694,838,0.59,1,1,2,1
SubpageUrl,103,728,0.64,2,3,3,1
SubpageUrl,7780,770,0.61,3,2,1,0
ProductUrl,9986,477,0.8,3,4,3,0
ErrorPageUrl,9256,672,0.75,1,2,3,0
ProductUrl,7005,479,0.57,2,4,4,0
HomePageUrl,6257,197,0.12,2,3,1,0
ErrorPageUrl,9414,669,0.56,1,2,1,0
ContactorSupportUrl,1274,839,0.26,3,4,1,1
ErrorPageUrl,7217,592,0.25,2,2,2,0
LoginUrl,3148,973,0.31,3,1,4,1
HomePageUrl,9319,199,0.14,3,2,1,0
ProductUrl,2098,517,0.67,2,3,2,1
ErrorPageUrl,3655,272,0.83,2,1,2,1
ContactorSupportUrl,3148,575,0.71,1,1,2,1
ErrorPageUrl,3720,284,0.93,2,3,1,1
LoginUrl,980,615,0.39,1,2,4,1
ProductUrl,6291,966,0.2,1,4,1,0
SubpageUrl,7050,94,0.69,3,2,1,0
LoginUrl,1566,227,0.78,2,1,1,1
SubpageUrl,3398,105,0.1,3,1,4,1
ProductUrl,9690,975,0.63,2,3,1,0
ContactorSupportUrl,4122,80,0.55,1,2,1,1
ErrorPageUrl,3147,585,0.33,3,2,3,1
ProductUrl,1794,437,0.45,3,2,4,1
ErrorPageUrl,8379,774,0.76,3,3,4,0
ContactorSupportUrl,6872,590,0.19,1,3,2,0
HomePageUrl,8216,648,0.58,2,4,4,0
SubpageUrl,6616,281,0.96,2,3,4,0
HomePageUrl,4805,821,0.71,1,1,4,1
ProductUrl,929,676,0.29,2,2,2,1
ErrorPageUrl,2037,248,0.67,1,2,3,1
ProductUrl,9387,237,0.34,2,4,1,0
ContactorSupportUrl,4769,371,0.13,3,1,1,1
LoginUrl,7312,321,0.22,2,1,3,0
HomePageUrl,748,498,0.18,2,1,4,1
ContactorSupportUrl,7079,466,0.41,3,2,4,0
LoginUrl,6898,849,0.99,3,2,3,0
ErrorPageUrl,7710,644,0.33,3,1,1,0
SubpageUrl,4517,909,0.57,3,3,2,1
ContactorSupportUrl,8120,381,0.83,1,1,3,0
HomePageUrl,7799,199,0.72,2,2,2,0
LoginUrl,4298,122,0.99,2,4,2,1
ErrorPageUrl,8819,75,0.2,1,1,4,0
LoginUrl,3592,93,0.71,3,2,1,1
ProductUrl,1070,69,0.96,1,2,4,1
HomePageUrl,1897,313,0.77,1,3,1,1
SubpageUrl,4607,142,0.72,1,1,4,1
HomePageUrl,9252,294,0.15,1,1,3,0
ErrorPageUrl,1842,731,0.34,2,3,4,1
HomePageUrl,6116,799,0.63,1,1,1,0
ContactorSupportUrl,3864,762,0.92,3,1,2,1
SubpageUrl,459,60,0.2,1,4,2,1
HomePageUrl,4114,166,0.51,1,4,1,1
HomePageUrl,8632,101,0.22,2,3,1,0
ProductUrl,5257,980,0.45,2,1,2,0
LoginUrl,9107,962,0.55,3,3,4,0
HomePageUrl,9063,491,0.88,1,4,4,0
ErrorPageUrl,663,386,0.95,2,4,3,1
ProductUrl,6240,671,0.82,2,2,2,0
ProductUrl,1675,539,0.83,3,2,3,1
LoginUrl,1069,371,0.98,1,3,2,1
HomePageUrl,8089,878,0.48,2,4,3,0
ContactorSupportUrl,3152,977,0.8,2,3,1,1
SubpageUrl,1273,468,0.99,1,4,3,1
LoginUrl,231,56,0.61,1,1,3,1
HomePageUrl,7800,10,0.87,3,2,4,0
SubpageUrl,321,597,0.74,2,4,1,1
LoginUrl,4194,211,0.81,1,3,1,1
SubpageUrl,9978,600,0.1,2,2,4,0
SubpageUrl,9746,790,0.23,1,4,2,0
HomePageUrl,6462,301,0.16,2,2,2,0
LoginUrl,6600,484,0.84,1,1,2,0
SubpageUrl,44,634,0.39,3,4,4,1
LoginUrl,878,428,0.34,1,4,1,1
SubpageUrl,8168,136,0.83,2,4,2,0
HomePageUrl,2067,597,0.61,2,4,1,1
ProductUrl,3240,946,0.38,1,4,4,1
ErrorPageUrl,1726,588,0.71,2,3,4,1
LoginUrl,8160,808,0.15,2,4,1,0
LoginUrl,3278,190,0.15,1,3,4,1
SubpageUrl,7808,637,0.76,1,3,3,0
SubpageUrl,9986,221,0.22,3,2,2,0
ContactorSupportUrl,2434,783,0.14,3,1,4,1
LoginUrl,485,719,0.33,3,2,4,1
ProductUrl,5089,36,0.56,3,2,2,1
ProductUrl,4553,135,0.18,3,1,3,1
ProductUrl,6953,592,0.86,1,3,4,0
ContactorSupportUrl,782,816,0.77,2,3,4,1
LoginUrl,5342,546,0.93,2,2,2,0
HomePageUrl,1374,376,0.92,3,4,3,1
ErrorPageUrl,3388,81,0.32,3,2,3,1
ContactorSupportUrl,5279,983,0.75,2,2,3,0
ErrorPageUrl,9221,39,0.21,2,3,1,0
ErrorPageUrl,420,472,0.59,2,1,1,1
HomePageUrl,3145,543,0.27,2,3,3,1
HomePageUrl,7436,137,0.68,3,3,4,0
ProductUrl,4282,522,0.21,1,1,1,1
LoginUrl,6439,523,0.72,1,4,4,0
LoginUrl,6585,175,0.28,1,4,4,0
ProductUrl,3265,461,0.63,2,4,3,1
LoginUrl,2281,948,0.17,2,2,1,1
ProductUrl,5615,672,0.22,1,2,4,0
LoginUrl,6076,904,0.15,3,1,4,0
ErrorPageUrl,6434,173,0.15,2,4,3,0
SubpageUrl,8437,62,0.82,1,4,3,0
LoginUrl,1114,815,0.23,1,4,4,1
LoginUrl,3675,134,0.55,3,3,3,1
SubpageUrl,8899,42,0.57,1,3,1,0
ContactorSupportUrl,6748,525,0.92,2,2,1,0
ErrorPageUrl,6648,71,0.46,1,1,1,0
ContactorSupportUrl,4915,511,0.38,3,1,3,1
ErrorPageUrl,3383,363,0.16,3,3,4,1
ProductUrl,5199,957,0.97,1,2,1,0
ErrorPageUrl,815,554,0.98,1,1,1,1
ErrorPageUrl,5220,818,0.94,2,3,4,0
HomePageUrl,7459,926,0.97,1,1,3,0
HomePageUrl,6635,83,0.78,2,2,2,0
ErrorPageUrl,7124,616,0.82,3,2,4,0
SubpageUrl,5241,391,0.68,2,3,2,0
ContactorSupportUrl,2414,556,0.56,3,4,2,1
ContactorSupportUrl,2384,835,0.47,1,2,1,1
HomePageUrl,7980,509,0.87,3,4,2,0
ProductUrl,2809,345,0.25,2,4,1,1
SubpageUrl,884,232,0.42,1,2,1,1
SubpageUrl,899,911,0.66,1,4,3,1
ErrorPageUrl,6346,6,0.56,2,2,1,0
ContactorSupportUrl,1275,34,0.77,3,2,4,1
SubpageUrl,9044,526,0.38,2,4,4,0
ErrorPageUrl,7390,343,0.99,2,1,3,0
ErrorPageUrl,9493,795,0.39,1,4,2,0
SubpageUrl,8301,555,0.62,3,2,4,0
HomePageUrl,2989,555,0.68,1,1,1,1
HomePageUrl,2750,476,0.57,3,4,3,1
ProductUrl,7621,776,0.23,2,4,1,0
ProductUrl,6458,174,0.18,3,2,3,0
HomePageUrl,1496,943,0.76,3,4,3,1
ErrorPageUrl,9088,978,0.46,3,1,3,0
LoginUrl,6434,883,0.78,2,4,4,0
ProductUrl,34,861,0.6,2,3,1,1
LoginUrl,5668,388,0.84,1,2,2,0
LoginUrl,1851,728,0.37,2,2,2,1
SubpageUrl,4853,109,0.68,3,1,3,1
ErrorPageUrl,3536,707,0.19,3,3,1,1
SubpageUrl,661,941,0.49,1,4,1,1
ProductUrl,8102,725,0.56,3,1,4,0
LoginUrl,3287,108,0.95,3,4,1,1
ContactorSupportUrl,1281,103,0.58,3,3,4,1
ProductUrl,9432,699,0.47,1,1,1,0
ContactorSupportUrl,8789,636,0.6,1,3,2,0
SubpageUrl,4118,377,0.82,1,3,2,1
ContactorSupportUrl,4087,835,0.55,2,1,3,1
SubpageUrl,4966,597,0.85,3,1,3,1
ContactorSupportUrl,6777,42,0.1,3,2,2,0
SubpageUrl,1718,58,0.54,3,3,3,1
SubpageUrl,1700,716,0.81,3,4,4,1
ContactorSupportUrl,7182,815,0.61,1,2,1,0
ProductUrl,3163,466,0.84,3,4,2,1
SubpageUrl,8871,548,0.37,2,3,2,0
LoginUrl,5546,428,0.21,1,3,4,0
HomePageUrl,8157,500,0.38,2,2,2,0
HomePageUrl,9734,365,0.53,1,2,1,0
ProductUrl,11,941,0.5,3,3,2,1
HomePageUrl,4172,295,0.49,2,4,3,1
ErrorPageUrl,4813,223,0.76,1,3,3,1
HomePageUrl,9465,939,0.62,3,1,4,0
ErrorPageUrl,5185,851,0.12,1,3,1,0
SubpageUrl,8292,733,0.7,3,3,3,0
SubpageUrl,7659,254,0.7,3,4,2,0
ErrorPageUrl,2500,469,0.54,3,3,2,1
ContactorSupportUrl,6354,196,0.91,2,4,2,0
HomePageUrl,771,884,0.65,3,1,2,1
HomePageUrl,1691,5,0.68,3,2,4,1
HomePageUrl,2558,573,0.62,2,3,1,1
ContactorSupportUrl,3084,655,0.73,3,4,2,1
ProductUrl,4971,449,0.68,3,1,3,1
ErrorPageUrl,9870,423,0.6,1,2,3,0
ErrorPageUrl,3566,923,0.17,3,2,3,1
ProductUrl,2237,362,0.22,2,1,2,1
ContactorSupportUrl,9227,704,0.49,1,2,3,0
LoginUrl,1888,588,0.48,1,1,4,1
ProductUrl,3634,647,0.34,2,1,3,1
LoginUrl,5648,858,0.74,1,3,3,0
HomePageUrl,8961,688,0.11,2,4,1,0
HomePageUrl,6448,589,0.82,3,1,4,0
ContactorSupportUrl,2850,822,0.42,2,4,1,1
LoginUrl,5882,992,0.84,3,4,3,0
LoginUrl,8540,561,0.89,2,3,2,0
HomePageUrl,4764,712,0.79,3,3,2,1
ContactorSupportUrl,6890,780,0.26,3,3,2,0
ProductUrl,660,547,0.73,2,3,1,1
LoginUrl,9257,778,0.23,1,1,2,0
HomePageUrl,1863,174,0.78,1,4,2,1
ProductUrl,1664,596,0.67,3,2,3,1
ProductUrl,8986,829,0.27,1,1,4,0
LoginUrl,3514,536,1.0,2,3,1,1
ProductUrl,1666,486,0.32,1,3,4,1
HomePageUrl,5424,423,0.51,1,2,3,0
ProductUrl,1434,43,0.84,1,4,4,1
SubpageUrl,4640,448,0.25,3,2,1,1
ProductUrl,4544,795,0.6,1,2,1,1
ErrorPageUrl,2666,927,0.57,1,3,1,1
HomePageUrl,9160,20,0.24,3,2,1,0
SubpageUrl,4946,883,0.79,2,4,3,0
ContactorSupportUrl,9180,752,0.78,3,1,1,0
SubpageUrl,524,735,0.27,1,3,3,1
ContactorSupportUrl,3263,988,0.41,1,2,3,1
LoginUrl,3928,691,0.16,1,1,4,1
SubpageUrl,5663,801,0.48,1,3,2,0
SubpageUrl,1769,870,0.5,2,4,2,1
SubpageUrl,5634,202,0.9,2,3,1,0
ProductUrl,453,721,0.14,3,3,2,1
SubpageUrl,3177,69,0.55,3,2,2,1
LoginUrl,4357,690,0.49,2,1,3,1
ContactorSupportUrl,1764,757,0.18,1,2,3,1
HomePageUrl,1886,16,0.64,3,1,3,1
SubpageUrl,4024,988,0.56,2,4,4,1
ContactorSupportUrl,2129,656,0.12,2,1,1,1
ProductUrl,4768,718,0.34,1,1,3,1
SubpageUrl,7086,114,0.6,1,2,2,0
ProductUrl,2452,453,0.82,3,1,1,1
ContactorSupportUrl,1699,621,0.58,2,4,1,1
HomePageUrl,6646,668,0.12,2,3,4,0
ContactorSupportUrl,1288,163,0.62,1,2,4,1
SubpageUrl,7916,653,0.23,1,2,1,0
ErrorPageUrl,1497,411,0.61,2,3,3,1
LoginUrl,1551,679,0.97,1,2,3,1
SubpageUrl,2345,289,0.34,3,3,3,1
HomePageUrl,3803,79,0.21,2,2,3,1
ProductUrl,2205,325,0.11,3,3,2,1
HomePageUrl,4433,64,0.54,3,3,4,1
SubpageUrl,6906,292,0.75,1,1,4,0
ContactorSupportUrl,2916,745,0.62,1,4,4,1
ContactorSupportUrl,5678,33,0.77,1,1,2,0
LoginUrl,1554,122,0.48,1,1,1,1
SubpageUrl,571,731,0.5,3,1,1,1
HomePageUrl,4730,959,0.81,3,2,3,1
HomePageUrl,4160,941,0.76,3,1,1,1
ErrorPageUrl,5014,780,0.19,1,4,4,0
LoginUrl,6608,854,0.81,2,2,2,0
ContactorSupportUrl,3026,185,0.87,3,1,1,1
HomePageUrl,254,95,0.52,1,3,3,1
SubpageUrl,5698,531,0.55,1,2,4,0
ErrorPageUrl,5211,194,0.58,1,3,4,1
HomePageUrl,2804,793,0.34,1,4,4,1
ErrorPageUrl,2409,624,0.94,2,3,4,1
HomePageUrl,8099,416,0.51,2,4,3,0
LoginUrl,7396,703,0.3,2,4,2,0
SubpageUrl,9838,740,0.88,2,2,1,0
ProductUrl,5245,768,0.17,2,2,1,0
ContactorSupportUrl,749,554,0.96,1,1,1,1
SubpageUrl,6906,987,0.36,3,3,4,0
HomePageUrl,468,380,0.85,3,3,3,1
ContactorSupportUrl,9990,521,0.67,2,3,1,0
SubpageUrl,8665,322,0.71,2,1,1,0
LoginUrl,3398,143,0.77,1,3,1,1
ContactorSupportUrl,3915,523,0.11,2,1,4,1
SubpageUrl,9896,62,0.35,1,2,2,0
ContactorSupportUrl,5991,413,0.61,2,4,3,0
ContactorSupportUrl,9791,341,0.41,2,2,2,0
LoginUrl,9179,241,0.21,2,1,3,0
ErrorPageUrl,2784,790,0.92,2,4,4,1
ContactorSupportUrl,3736,451,0.1,3,3,4,1
ProductUrl,138,375,0.24,1,1,2,1
ContactorSupportUrl,4329,693,0.5,1,4,4,1
SubpageUrl,3879,498,0.59,2,1,2,1
HomePageUrl,306,33,0.88,2,4,2,1
ErrorPageUrl,6730,506,0.87,3,3,4,0
SubpageUrl,5321,955,0.98,2,4,3,0
HomePageUrl,4900,849,0.32,3,1,3,0
ErrorPageUrl,6052,405,0.13,3,4,1,0
SubpageUrl,7886,152,0.86,2,4,2,0
ErrorPageUrl,1364,852,0.13,3,1,4,1
ContactorSupportUrl,2664,807,0.37,1,2,2,1
ErrorPageUrl,1819,463,0.12,1,2,3,1
SubpageUrl,7157,11,0.22,2,4,2,0
ContactorSupportUrl,6452,417,0.86,2,4,1,0
LoginUrl,4714,918,0.11,1,2,3,1
ProductUrl,2625,817,0.69,2,4,2,1
ProductUrl,531,768,0.42,2,1,3,1
ProductUrl,3,489,0.55,1,3,4,1
SubpageUrl,8355,205,0.15,2,4,3,0
ErrorPageUrl,7809,167,0.7,1,4,1,0
ErrorPageUrl,3654,273,0.76,3,2,3,1
ProductUrl,4060,437,0.82,1,1,3,1
HomePageUrl,5928,88,0.22,2,1,4,0
ProductUrl,6876,227,0.86,3,4,3,0
ProductUrl,1395,215,0.43,3,2,4,1
ErrorPageUrl,1124,6,0.51,2,4,3,1
HomePageUrl,4326,218,0.96,3,2,1,1
HomePageUrl,5921,307,0.32,2,1,4,0
ContactorSupportUrl,4584,792,0.15,2,4,2,1
HomePageUrl,2467,771,0.72,2,4,1,1
LoginUrl,8273,606,0.44,1,4,1,0
LoginUrl,9256,296,0.72,3,1,4,0
HomePageUrl,6785,8,0.48,1,2,4,0
ContactorSupportUrl,7905,733,0.84,2,2,2,0
ErrorPageUrl,4736,970,0.15,2,3,1,0
ProductUrl,7326,111,0.54,3,1,2,0
LoginUrl,2310,268,0.8,3,3,1,1
SubpageUrl,5120,700,0.43,1,1,1,0
SubpageUrl,445,18,0.53,1,4,1,1
ContactorSupportUrl,9736,19,0.54,1,3,4,0
ProductUrl,6049,210,0.27,2,4,3,0
HomePageUrl,4217,994,0.61,3,2,1,1
ProductUrl,9928,800,0.42,3,3,2,0
HomePageUrl,6450,682,0.31,1,1,3,0
ErrorPageUrl,1612,983,0.2,2,1,3,1
ContactorSupportUrl,21,932,0.99,3,3,4,1
ErrorPageUrl,8363,293,0.43,2,4,1,0
SubpageUrl,6903,834,0.37,1,3,2,0
ProductUrl,3297,320,0.34,2,3,1,1
ErrorPageUrl,5655,901,0.75,2,3,2,0
SubpageUrl,4885,216,0.72,1,2,2,1
HomePageUrl,6362,578,0.67,1,4,3,0
ContactorSupportUrl,1037,842,0.54,1,3,1,1
SubpageUrl,6675,548,0.23,3,1,4,0
ErrorPageUrl,3360,985,0.97,2,4,3,1
ProductUrl,4194,783,0.2,3,2,4,1
ContactorSupportUrl,7323,780,0.95,1,1,2,0
HomePageUrl,1362,590,0.61,3,1,3,1
ProductUrl,8745,399,0.78,3,4,4,0
SubpageUrl,1878,330,0.23,1,1,2,1
HomePageUrl,7111,944,0.79,1,1,3,0
ContactorSupportUrl,8255,692,0.33,2,4,3,0
ContactorSupportUrl,6203,352,0.95,1,2,3,0
ContactorSupportUrl,8475,500,0.93,2,4,1,0
SubpageUrl,5298,317,0.94,1,1,4,0
SubpageUrl,6138,513,0.51,3,4,3,0
SubpageUrl,4064,390,0.94,1,4,4,1
SubpageUrl,5907,433,0.93,3,4,4,0
ContactorSupportUrl,3674,820,0.7,3,3,3,1
LoginUrl,2502,582,0.62,1,2,3,1
HomePageUrl,1841,260,0.3,3,1,4,1
ProductUrl,7408,80,0.94,2,2,1,0
HomePageUrl,2724,412,0.79,3,2,2,1
SubpageUrl,8804,504,0.38,2,4,3,0
LoginUrl,1559,59,0.46,1,2,1,1
ErrorPageUrl,4859,927,0.54,2,2,2,0
ContactorSupportUrl,6862,911,0.91,3,2,4,0
ContactorSupportUrl,7321,893,0.14,2,2,1,0
HomePageUrl,161,941,0.32,3,2,2,1
SubpageUrl,4031,881,0.56,2,3,4,1
SubpageUrl,1146,416,0.93,2,1,1,1
HomePageUrl,8724,64,0.16,3,1,2,0
ErrorPageUrl,3044,216,0.99,2,4,1,1
ProductUrl,1233,670,0.37,3,2,2,1
ContactorSupportUrl,6485,872,0.37,3,2,3,0
SubpageUrl,224,997,0.85,2,4,3,1
ProductUrl,9897,973,0.29,2,1,4,0
ErrorPageUrl,55,38,0.15,1,3,4,1
ProductUrl,1697,818,0.52,2,1,2,1
HomePageUrl,2463,665,0.81,3,2,1,1
ProductUrl,4514,921,0.77,1,3,1,1
SubpageUrl,7757,338,0.78,2,4,2,0
ContactorSupportUrl,9637,707,0.75,2,4,2,0
SubpageUrl,3066,961,0.79,3,2,3,1
HomePageUrl,1329,577,0.84,2,4,3,1
ErrorPageUrl,2853,461,0.34,1,3,2,1
ProductUrl,1315,744,0.75,2,2,1,1
ProductUrl,3121,32,0.57,3,2,2,1
LoginUrl,8582,449,0.71,3,3,3,0
HomePageUrl,1222,344,0.33,1,4,4,1
ProductUrl,4265,341,0.72,1,1,3,1
ContactorSupportUrl,5374,65,0.38,3,1,2,0
ProductUrl,5913,658,0.34,2,3,2,0
ErrorPageUrl,5768,909,0.66,1,1,4,0
ProductUrl,8526,570,0.18,2,2,1,0
SubpageUrl,224,173,0.76,2,2,1,1
SubpageUrl,7641,184,0.55,2,4,1,0
